Name,Year,Type,Mass (g),Fall,Latitude,Longitude
Nassirah,1936-01-01T00:00:00.000,H4,,Fell,-21.733330,165.900000
Natal,1973-01-01T00:00:00.000,Stone-uncl,,Fell,,
Nawapali,1890-01-01T00:00:00.000,CM2,,Fell,21.250000,83.666670
Neagari,1995-01-01T00:00:00.000,L6,,Fell,36.449170,136.465280
Nedagolla,1870-01-01T00:00:00.000,"Iron, ungrouped",,Fell,18.683330,83.483330
Nejo,1970-01-01T00:00:00.000,L6,,Fell,9.500000,35.333330
Nerft,1864-01-01T00:00:00.000,L6,,Fell,56.500000,21.500000
Neuschwanstein,2002-01-01T00:00:00.000,EL6,,Fell,47.525000,10.808330
New Concord,1860-01-01T00:00:00.000,L6,,Fell,40.000000,-81.766670
New Halfa,1994-01-01T00:00:00.000,L4,,Fell,15.366670,35.683330
New Orleans,2003-01-01T00:00:00.000,H5,,Fell,29.947180,-90.109760
Ngawi,1883-01-01T00:00:00.000,LL3.6,,Fell,-7.450000,111.416670
N'Goureyma,1900-01-01T00:00:00.000,"Iron, ungrouped",,Fell,13.850000,-4.383330
Nicorps,1750-01-01T00:00:00.000,Stone-uncl,,Fell,49.033330,-1.433330
Niger (L6),1967-01-01T00:00:00.000,L6,,Fell,,
Niger (LL6),1967-01-01T00:00:00.000,LL6,,Fell,,
Nikolaevka,1935-01-01T00:00:00.000,H4,,Fell,52.450000,78.633330
Nikolskoe,1954-01-01T00:00:00.000,L4,,Fell,56.116670,37.333330
Ningbo,1975-01-01T00:00:00.000,"Iron, IVA",,Fell,29.866670,121.483330
Ningqiang,1983-01-01T00:00:00.000,C3-ung,,Fell,32.925000,105.906670
Nio,1897-01-01T00:00:00.000,H3-4,,Fell,34.200000,131.566670
N'Kandhla,1912-01-01T00:00:00.000,"Iron, IID",,Fell,-28.566670,30.700000
Nobleborough,1823-01-01T00:00:00.000,Eucrite-pmict,,Fell,44.083330,-69.483330
Noblesville,1991-01-01T00:00:00.000,H4-6,,Fell,40.085280,-86.055000
Nogata,0861-01-01T00:00:00.000,L6,,Fell,33.725000,130.750000
Nogoya,1879-01-01T00:00:00.000,CM2,,Fell,-32.366670,-59.833330
Norfork,1918-01-01T00:00:00.000,"Iron, IIIAB",,Fell,36.216670,-92.266670
Norton County,1948-01-01T00:00:00.000,Aubrite,,Fell,39.683330,-99.866670
Noventa Vicentina,1971-01-01T00:00:00.000,H4,,Fell,45.291670,11.527220
Novo-Urei,1886-01-01T00:00:00.000,Ureilite,,Fell,54.816670,46.000000
Novy-Ergi,1662-01-01T00:00:00.000,Stone-uncl,,Fell,58.550000,31.333330
Novy-Projekt,1908-01-01T00:00:00.000,OC,,Fell,56.000000,22.000000
Noyan-Bogdo,1933-01-01T00:00:00.000,L6,,Fell,42.916670,102.466670
Nuevo Mercurio,1978-01-01T00:00:00.000,H5,,Fell,24.300000,-102.133330
Nulles,1851-01-01T00:00:00.000,H6,,Fell,41.633330,0.750000
Numakai,1925-01-01T00:00:00.000,H4,,Fell,43.333330,141.866670
Nyaung,1939-01-01T00:00:00.000,"Iron, IIIAB",,Fell,21.208330,94.916670
Nyirábrany,1914-01-01T00:00:00.000,LL5,,Fell,47.550000,22.025000
Ochansk,1887-01-01T00:00:00.000,H4,,Fell,57.783330,55.266670
Oesede,1927-01-01T00:00:00.000,H5,,Fell,52.283330,8.050000
Oesel,1855-01-01T00:00:00.000,L6,,Fell,58.500000,23.000000
Ofehértó,1900-01-01T00:00:00.000,L6,,Fell,47.883330,22.033330
Ogi,1741-01-01T00:00:00.000,H6,,Fell,33.283330,130.200000
Ohaba,1857-01-01T00:00:00.000,H5,,Fell,46.066670,23.583330
Ohuma,1963-01-01T00:00:00.000,L5,,Fell,6.750000,8.500000
Ojuelos Altos,1926-01-01T00:00:00.000,L6,,Fell,38.183330,-5.400000
Okabe,1958-01-01T00:00:00.000,H5,,Fell,36.183330,139.216670
Okano,1904-01-01T00:00:00.000,"Iron, IIAB",,Fell,35.083330,135.200000
Okniny,1834-01-01T00:00:00.000,LL6,,Fell,50.833330,25.500000
Oldenburg (1930),1930-01-01T00:00:00.000,L6,,Fell,52.950000,8.166670
Oliva-Gandia,1520-01-01T00:00:00.000,Stone-uncl,,Fell,39.000000,-0.033330
Olivenza,1924-01-01T00:00:00.000,LL5,,Fell,38.716670,-7.066670
Olmedilla de Alarcón,1929-01-01T00:00:00.000,H5,,Fell,39.566670,-2.100000
Omolon,1981-01-01T00:00:00.000,"Pallasite, PMG",,Fell,64.020000,161.808330
Orgueil,1864-01-01T00:00:00.000,CI1,,Fell,43.883330,1.383330
Orlando,2004-01-01T00:00:00.000,Eucrite,,Fell,28.547500,-81.362220
Ornans,1868-01-01T00:00:00.000,CO3.4,,Fell,47.116670,6.150000
Ortenau,1671-01-01T00:00:00.000,Stone-uncl,,Fell,48.500000,8.000000
Orvinio,1872-01-01T00:00:00.000,H6,,Fell,42.133330,12.933330
Oterøy,1928-01-01T00:00:00.000,L6,,Fell,58.883330,9.400000
Otomi,1867-01-01T00:00:00.000,H,,Fell,38.400000,140.350000
Ottawa,1896-01-01T00:00:00.000,LL6,,Fell,38.600000,-95.216670
Ouadangou,2003-01-01T00:00:00.000,L5,,Fell,12.900000,0.080000
Oued el Hadjar,1986-01-01T00:00:00.000,LL6,,Fell,30.180000,-6.577170
Oum Dreyga,2003-01-01T00:00:00.000,H3-5,,Fell,24.300000,-13.100000
Ourique,1998-01-01T00:00:00.000,H4,,Fell,37.608330,-8.280000
Ovambo,1900-01-01T00:00:00.000,L6,,Fell,-18.000000,16.000000
Oviedo,1856-01-01T00:00:00.000,H5,,Fell,43.400000,-5.866670
Owrucz,1775-01-01T00:00:00.000,OC,,Fell,51.333330,28.833330
Pacula,1881-01-01T00:00:00.000,L6,,Fell,21.050000,-99.300000
Padvarninkai,1929-01-01T00:00:00.000,Eucrite-mmict,,Fell,55.666670,25.000000
Paitan,1910-01-01T00:00:00.000,H6,,Fell,17.743330,120.455830
Palahatchie,1910-01-01T00:00:00.000,OC,,Fell,32.316670,-89.716670
Palca de Aparzo,1988-01-01T00:00:00.000,L5,,Fell,-23.116670,-65.100000
Palinshih,1914-01-01T00:00:00.000,Iron,,Fell,43.483330,118.616670
Palmyra,1926-01-01T00:00:00.000,L3,,Fell,39.800000,-91.500000
Palolo Valley,1949-01-01T00:00:00.000,H5,,Fell,21.300000,-157.783330
Dominion Range 03239,2002-01-01T00:00:00.000,L6,,Found,,
Pampanga,1859-01-01T00:00:00.000,L5,,Fell,15.083330,120.700000
Pantar,1938-01-01T00:00:00.000,H5,,Fell,8.066670,124.283330
Paragould,1930-01-01T00:00:00.000,LL5,,Fell,36.066670,-90.500000
Parambu,1967-01-01T00:00:00.000,LL5,,Fell,-6.233330,-40.700000
Paranaiba,1956-01-01T00:00:00.000,L6,,Fell,-19.133330,-51.666670
Park Forest,2003-01-01T00:00:00.000,L5,,Fell,41.484720,-87.679170
Parnallee,1857-01-01T00:00:00.000,LL3.6,,Fell,9.233330,78.350000
Parsa,1942-01-01T00:00:00.000,EH3,,Fell,26.200000,85.400000
Pasamonte,1933-01-01T00:00:00.000,Eucrite-pmict,,Fell,36.216670,-103.400000
Patora,1969-01-01T00:00:00.000,H6,,Fell,20.936940,82.050000
Patrimonio,1950-01-01T00:00:00.000,L6,,Fell,-19.533330,-48.566670
Patti,1922-01-01T00:00:00.000,Iron,,Fell,38.133330,14.966670
Patwar,1935-01-01T00:00:00.000,Mesosiderite-A1,,Fell,23.150000,91.183330
Pavel,1966-01-01T00:00:00.000,H5,,Fell,43.466670,25.516670
Pavlodar (stone),1938-01-01T00:00:00.000,H5,,Fell,52.300000,77.033330
Pavlograd,1826-01-01T00:00:00.000,L6,,Fell,48.533330,35.983330
Pavlovka,1882-01-01T00:00:00.000,Howardite,,Fell,52.033330,43.000000
Pê,1989-01-01T00:00:00.000,L6,,Fell,11.333670,-3.542170
Peace River,1963-01-01T00:00:00.000,L6,,Fell,56.133330,-117.933330
Peckelsheim,1953-01-01T00:00:00.000,Diogenite-pm,,Fell,51.666670,9.250000
Peekskill,1992-01-01T00:00:00.000,H6,,Fell,41.283330,-73.916670
Peña Blanca Spring,1946-01-01T00:00:00.000,Aubrite,,Fell,30.125000,-103.116670
Peramiho,1899-01-01T00:00:00.000,Eucrite-mmict,,Fell,-10.666670,35.500000
Perpeti,1935-01-01T00:00:00.000,L6,,Fell,23.325000,91.000000
Perth,1830-01-01T00:00:00.000,LL5,,Fell,56.400000,-3.433330
Pervomaisky,1933-01-01T00:00:00.000,L6,,Fell,56.633330,39.433330
Pesyanoe,1933-01-01T00:00:00.000,Aubrite,,Fell,55.500000,66.083330
Pétèlkolé,1995-01-01T00:00:00.000,H5,,Fell,14.052000,0.420000
Petersburg,1855-01-01T00:00:00.000,Eucrite-pmict,,Fell,35.300000,-86.633330
Pettiswood,1779-01-01T00:00:00.000,Stone-uncl,,Fell,53.533330,-7.333330
Phillips County (stone),1901-01-01T00:00:00.000,L6,,Fell,40.000000,-99.250000
Phu Hong,1887-01-01T00:00:00.000,H4,,Fell,11.250000,108.583330
Phum Sambo,1933-01-01T00:00:00.000,H4,,Fell,12.000000,105.483330
Phuoc-Binh,1941-01-01T00:00:00.000,L5,,Fell,15.716670,108.100000
Piancaldoli,1968-01-01T00:00:00.000,LL3.4,,Fell,44.244170,11.502220
Picote,1843-01-01T00:00:00.000,Stone-uncl,,Fell,41.366670,-6.233330
Pillistfer,1863-01-01T00:00:00.000,EL6,,Fell,58.666670,25.733330
Piplia Kalan,1996-01-01T00:00:00.000,Eucrite-mmict,,Fell,26.034720,73.941670
Piquetberg,1881-01-01T00:00:00.000,H,,Fell,-32.866670,18.716670
Pirgunje,1882-01-01T00:00:00.000,L6,,Fell,25.800000,88.450000
Pirthalla,1884-01-01T00:00:00.000,H6,,Fell,29.583330,76.000000
Pitts,1921-01-01T00:00:00.000,"Iron, IAB-ung",,Fell,31.950000,-83.516670
Plantersville,1930-01-01T00:00:00.000,H6,,Fell,30.700000,-96.116670
Pleşcoi,2008-01-01T00:00:00.000,L5-6,,Fell,45.275000,26.709720
Ploschkovitz,1723-01-01T00:00:00.000,L5,,Fell,50.533330,14.116670
Pnompehn,1868-01-01T00:00:00.000,L6,,Fell,11.583330,104.916670
Dominion Range 03240,2002-01-01T00:00:00.000,LL5,,Found,,
Pohlitz,1819-01-01T00:00:00.000,L5,,Fell,50.933330,12.133330
Pokhra,1866-01-01T00:00:00.000,H5,,Fell,26.716670,82.666670
Pollen,1942-01-01T00:00:00.000,CM2,,Fell,66.348330,14.015000
Pontlyfni,1931-01-01T00:00:00.000,Winonaite,,Fell,53.036390,-4.319440
Portales Valley,1998-01-01T00:00:00.000,H6,,Fell,34.175000,-103.295000
Portugal,1796-01-01T00:00:00.000,Stone-uncl,,Fell,38.500000,-8.000000
Po-wang Chen,1933-01-01T00:00:00.000,LL,,Fell,31.416670,118.500000
Prambachkirchen,1932-01-01T00:00:00.000,L6,,Fell,48.302500,13.940830
Pribram,1959-01-01T00:00:00.000,H5,,Fell,49.666670,14.033330
Pricetown,1893-01-01T00:00:00.000,L6,,Fell,39.116670,-83.850000
Puerto Lápice,2007-01-01T00:00:00.000,Eucrite-br,,Fell,39.350000,-3.516670
Pulsora,1863-01-01T00:00:00.000,H5,,Fell,23.366670,75.183330
Pultusk,1868-01-01T00:00:00.000,H5,,Fell,52.766670,21.266670
Punganaru,1811-01-01T00:00:00.000,Stone-uncl,,Fell,13.333330,78.950000
Putinga,1937-01-01T00:00:00.000,L6,,Fell,-29.033330,-53.050000
Qidong,1982-01-01T00:00:00.000,L/LL5,,Fell,32.083330,121.500000
Qingzhen,1976-01-01T00:00:00.000,EH3,,Fell,26.533330,106.466670
Queen's Mercy,1925-01-01T00:00:00.000,H6,,Fell,-30.116670,28.700000
Quenggouk,1857-01-01T00:00:00.000,H4,,Fell,17.766670,95.183330
Quesa,1898-01-01T00:00:00.000,"Iron, IAB-ung",,Fell,39.000000,-0.666670
Quija,1990-01-01T00:00:00.000,H,,Fell,44.616670,126.133330
Quincay,1851-01-01T00:00:00.000,L6,,Fell,46.600000,0.250000
Raco,1957-01-01T00:00:00.000,H5,,Fell,-26.666670,-65.450000
Raghunathpura,1986-01-01T00:00:00.000,"Iron, IIAB",,Fell,27.725280,76.465000
Rahimyar Khan,1983-01-01T00:00:00.000,L5,,Fell,28.225000,70.200000
Rakovka,1878-01-01T00:00:00.000,L6,,Fell,52.983330,37.033330
Ramnagar,1940-01-01T00:00:00.000,L6,,Fell,26.450000,82.900000
Rampurhat,1916-01-01T00:00:00.000,LL,,Fell,24.166670,87.766670
Ramsdorf,1958-01-01T00:00:00.000,L6,,Fell,51.883330,6.933330
Ranchapur,1917-01-01T00:00:00.000,H4,,Fell,23.983330,87.083330
Rancho de la Presa,1899-01-01T00:00:00.000,H5,,Fell,19.866670,-100.816670
Rangala,1937-01-01T00:00:00.000,L6,,Fell,25.383330,72.016670
Raoyang,1919-01-01T00:00:00.000,L6,,Fell,38.200000,115.700000
Ras Tanura,1961-01-01T00:00:00.000,H6,,Fell,26.666670,50.150000
Rasgrad,1740-01-01T00:00:00.000,Stone-uncl,,Fell,43.500000,26.533330
Ratyn,1880-01-01T00:00:00.000,Stone-uncl,,Fell,52.200000,17.983330
Red Canyon Lake,2007-01-01T00:00:00.000,H5,,Fell,38.137420,-119.758120
Reliegos,1947-01-01T00:00:00.000,L5,,Fell,42.475000,-5.333330
Rembang,1919-01-01T00:00:00.000,"Iron, IVA",,Fell,-6.733330,111.366670
Renazzo,1824-01-01T00:00:00.000,CR2,,Fell,44.766670,11.283330
Renca,1925-01-01T00:00:00.000,L5,,Fell,-32.750000,-65.283330
Renqiu,1916-01-01T00:00:00.000,L6,,Fell,38.666670,116.133330
Repeev Khutor,1933-01-01T00:00:00.000,"Iron, IIF",,Fell,48.600000,45.666670
Revelstoke,1965-01-01T00:00:00.000,CI1,,Fell,51.333330,-118.950000
Rewari,1929-01-01T00:00:00.000,L6,,Fell,28.200000,76.666670
Rich Mountain,1903-01-01T00:00:00.000,L6,,Fell,35.033330,-83.033330
Uzcudun,1948-01-01T00:00:00.000,L,,Fell,-44.116670,-66.150000
Richardton,1918-01-01T00:00:00.000,H5,,Fell,46.883330,-102.316670
Richland Springs,1980-01-01T00:00:00.000,OC,,Fell,31.250000,-99.033330
Richmond,1828-01-01T00:00:00.000,LL5,,Fell,37.466670,-77.500000
Rio Negro,1934-01-01T00:00:00.000,L4,,Fell,-26.100000,-49.800000
Rivolta de Bassi,1491-01-01T00:00:00.000,Stone-uncl,,Fell,45.483330,9.516670
Rochester,1876-01-01T00:00:00.000,H6,,Fell,41.083330,-86.283330
Rockhampton,1895-01-01T00:00:00.000,Stone-uncl,,Fell,-23.383330,150.516670
Roda,1871-01-01T00:00:00.000,Diogenite,,Fell,42.300000,0.550000
Rodach,1775-01-01T00:00:00.000,Stone-uncl,,Fell,50.350000,10.800000
Rose City,1921-01-01T00:00:00.000,H5,,Fell,44.516670,-83.950000
Rowton,1876-01-01T00:00:00.000,"Iron, IIIAB",,Fell,52.766670,-2.516670
Ruhobobo,1976-01-01T00:00:00.000,L6,,Fell,-1.450000,29.833330
Rumuruti,1934-01-01T00:00:00.000,R3.8-6,,Fell,0.266670,36.533330
Rupota,1949-01-01T00:00:00.000,L4-6,,Fell,-10.266670,38.766670
Ryechki,1914-01-01T00:00:00.000,L5,,Fell,51.133330,34.500000
Sabetmahet,1855-01-01T00:00:00.000,H5,,Fell,27.433330,82.083330
Sabrum,1999-01-01T00:00:00.000,LL6,,Fell,23.083330,91.666670
Sagan,1636-01-01T00:00:00.000,Stone-uncl,,Fell,51.533330,14.883330
Saint-Sauveur,1914-01-01T00:00:00.000,EH5,,Fell,43.733330,1.383330
Saint-Séverin,1966-01-01T00:00:00.000,LL6,,Fell,45.300000,0.233330
Sakauchi,1913-01-01T00:00:00.000,Iron,,Fell,35.666670,136.300000
Salem,1981-01-01T00:00:00.000,L6,,Fell,44.979170,-122.969440
Salles,1798-01-01T00:00:00.000,L5,,Fell,46.050000,4.633330
Salzwedel,1985-01-01T00:00:00.000,LL5,,Fell,52.750000,11.050000
Samelia,1921-01-01T00:00:00.000,"Iron, IIIAB",,Fell,25.666670,74.866670
San Juan Capistrano,1973-01-01T00:00:00.000,H6,,Fell,33.484720,-117.662500
San Michele,2002-01-01T00:00:00.000,L6,,Fell,43.666670,13.000000
San Pedro de Quiles,1956-01-01T00:00:00.000,L6,,Fell,-31.016670,-71.400000
San Pedro Jacuaro,1968-01-01T00:00:00.000,LL6,,Fell,19.766670,-100.650000
Santa Barbara,1873-01-01T00:00:00.000,L4,,Fell,-29.200000,-51.866670
Santa Cruz,1939-01-01T00:00:00.000,CM2,,Fell,24.166670,-99.333330
Santa Isabel,1924-01-01T00:00:00.000,L6,,Fell,-33.900000,-61.700000
Santa Lucia (2008),2008-01-01T00:00:00.000,L6,,Fell,-31.535556,-68.489444
São Jose do Rio Preto,1962-01-01T00:00:00.000,H4,,Fell,-20.810000,-49.380560
Saratov,1918-01-01T00:00:00.000,L4,,Fell,52.550000,46.550000
Sasagase,1688-01-01T00:00:00.000,H,,Fell,34.716670,137.783330
Sauguis,1868-01-01T00:00:00.000,L6,,Fell,43.150000,-0.850000
Savtschenskoje,1894-01-01T00:00:00.000,LL4,,Fell,47.216670,29.866670
Sayama,1986-01-01T00:00:00.000,CM2,,Fell,35.866670,139.400000
Sazovice,1934-01-01T00:00:00.000,L5,,Fell,49.233330,17.566670
Schellin,1715-01-01T00:00:00.000,L,,Fell,53.350000,15.050000
Schenectady,1968-01-01T00:00:00.000,H5,,Fell,42.860830,-73.950280
Schönenberg,1846-01-01T00:00:00.000,L6,,Fell,48.116670,10.466670
Searsmont,1871-01-01T00:00:00.000,H5,,Fell,44.366670,-69.200000
Sediköy,1917-01-01T00:00:00.000,L6,,Fell,38.300000,27.133330
Segowlie,1853-01-01T00:00:00.000,LL6,,Fell,26.750000,84.783330
Selakopi,1939-01-01T00:00:00.000,H5,,Fell,-7.233330,107.333330
Seldebourak,1947-01-01T00:00:00.000,H5,,Fell,22.833330,4.983330
Semarkona,1940-01-01T00:00:00.000,LL3.00,,Fell,22.250000,79.000000
Sena,1773-01-01T00:00:00.000,H4,,Fell,41.716670,-0.050000
Senboku,1993-01-01T00:00:00.000,H6,,Fell,39.438330,140.511670
Seoni,1966-01-01T00:00:00.000,H6,,Fell,21.683890,79.500830
Seres,1818-01-01T00:00:00.000,H4,,Fell,41.050000,23.566670
Serra de Magé,1923-01-01T00:00:00.000,Eucrite-cm,,Fell,-8.383330,-36.766670
Sete Lagoas,1908-01-01T00:00:00.000,H4,,Fell,-19.466670,-44.216670
Sevilla,1862-01-01T00:00:00.000,LL4,,Fell,37.416670,-6.000000
Sevrukovo,1874-01-01T00:00:00.000,L5,,Fell,50.616670,36.600000
Sfax,1989-01-01T00:00:00.000,L6,,Fell,34.750000,10.716670
Shalka,1850-01-01T00:00:00.000,Diogenite,,Fell,23.100000,87.300000
Sharps,1921-01-01T00:00:00.000,H3.4,,Fell,37.833330,-76.700000
Shelburne,1904-01-01T00:00:00.000,L5,,Fell,44.050000,-80.166670
Shergotty,1865-01-01T00:00:00.000,Martian (shergottite),,Fell,24.550000,84.833330
Sheyang,1976-01-01T00:00:00.000,L6,,Fell,33.650000,120.066670
Shikarpur,1921-01-01T00:00:00.000,L6,,Fell,25.850000,87.577500
Shuangyang,1971-01-01T00:00:00.000,H5,,Fell,43.500000,125.666670
Shupiyan,1912-01-01T00:00:00.000,H6,,Fell,33.716670,74.833330
Shytal,1863-01-01T00:00:00.000,L6,,Fell,24.333330,90.166670
Siena,1794-01-01T00:00:00.000,LL5,,Fell,43.116670,11.600000
Sikhote-Alin,1947-01-01T00:00:00.000,"Iron, IIAB",,Fell,46.160000,134.653330
Silao,1995-01-01T00:00:00.000,H5,,Fell,20.933330,-101.383330
Silistra,1917-01-01T00:00:00.000,Achondrite-ung,,Fell,44.116670,27.266670
Simmern,1920-01-01T00:00:00.000,H5,,Fell,49.983330,7.533330
Sinai,1916-01-01T00:00:00.000,L6,,Fell,30.900000,32.483330
Sindhri,1901-01-01T00:00:00.000,H5,,Fell,26.216670,69.550000
Sinnai,1956-01-01T00:00:00.000,H6,,Fell,39.300000,9.200000
Sioux County,1933-01-01T00:00:00.000,Eucrite-mmict,,Fell,42.583330,-103.666670
Sitathali,1875-01-01T00:00:00.000,H5,,Fell,20.916670,82.583330
Sivas,1989-01-01T00:00:00.000,H6,,Fell,39.824670,36.135830
Sixiangkou,1989-01-01T00:00:00.000,L5,,Fell,32.433330,119.866670
Ski,1848-01-01T00:00:00.000,L6,,Fell,59.733330,10.866670
Slavetic,1868-01-01T00:00:00.000,H5,,Fell,45.683330,15.600000
Slobodka,1818-01-01T00:00:00.000,L4,,Fell,55.000000,35.000000
Soheria,1960-01-01T00:00:00.000,OC,,Fell,27.133330,84.066670
Soko-Banja,1877-01-01T00:00:00.000,LL4,,Fell,43.666670,21.866670
Sologne,1860-01-01T00:00:00.000,H5,,Fell,47.366670,1.733330
Sołtmany,2011-01-01T00:00:00.000,L6,,Fell,54.008830,22.005000
Sone,1866-01-01T00:00:00.000,H5,,Fell,35.166670,135.333330
Songyuan,1993-01-01T00:00:00.000,L6,,Fell,45.250000,125.000000
Sopot,1927-01-01T00:00:00.000,OC,,Fell,44.416670,23.500000
Soroti,1945-01-01T00:00:00.000,"Iron, ungrouped",,Fell,1.700000,33.633330
St. Caprais-de-Quinsac,1883-01-01T00:00:00.000,L6,,Fell,44.750000,0.050000
St. Christophe-la-Chartreuse,1841-01-01T00:00:00.000,L6,,Fell,46.950000,-1.500000
St. Denis Westrem,1855-01-01T00:00:00.000,L6,,Fell,51.050000,3.750000
St. Germain-du-Pinel,1890-01-01T00:00:00.000,H6,,Fell,48.016670,-1.150000
St. Louis,1950-01-01T00:00:00.000,H4,,Fell,38.700000,-90.233330
St. Mark's,1903-01-01T00:00:00.000,EH5,,Fell,-32.016670,27.416670
St. Mary's County,1919-01-01T00:00:00.000,LL3.3,,Fell,38.166670,-76.383330
St. Mesmin,1866-01-01T00:00:00.000,LL6,,Fell,48.450000,3.933330
St. Michel,1910-01-01T00:00:00.000,L6,,Fell,61.650000,27.200000
St.-Chinian,1959-01-01T00:00:00.000,L6,,Fell,43.433330,2.950000
Ställdalen,1876-01-01T00:00:00.000,H5,,Fell,59.933330,14.950000
Stannern,1808-01-01T00:00:00.000,Eucrite-mmict,,Fell,49.283330,15.566670
Stavropol,1857-01-01T00:00:00.000,L6,,Fell,45.050000,41.983330
Ste. Marguerite,1962-01-01T00:00:00.000,H4,,Fell,50.766670,3.000000
Sterlitamak,1990-01-01T00:00:00.000,"Iron, IIIAB",,Fell,53.666670,55.983330
Stolzenau,1647-01-01T00:00:00.000,Stone-uncl,,Fell,52.533330,9.050000
Stratford,1974-01-01T00:00:00.000,L6,,Fell,41.200000,-73.133330
Strathmore,1917-01-01T00:00:00.000,L6,,Fell,56.583330,-3.250000
Stretchleigh,1623-01-01T00:00:00.000,Stone-uncl,,Fell,50.383330,-3.950000
St-Robert,1994-01-01T00:00:00.000,H5,,Fell,45.968610,-72.978060
Success,1924-01-01T00:00:00.000,L6,,Fell,36.483330,-90.666670
Suchy Dul,1969-01-01T00:00:00.000,L6,,Fell,50.538060,16.263330
Suizhou,1986-01-01T00:00:00.000,L6,,Fell,31.616670,113.466670
Sulagiri,2008-01-01T00:00:00.000,LL6,,Fell,12.666670,78.033330
Sultanpur,1916-01-01T00:00:00.000,L/LL6,,Fell,25.933330,84.283330
Sungach,1935-01-01T00:00:00.000,H5,,Fell,44.866670,133.166670
Supuhee,1865-01-01T00:00:00.000,H6,,Fell,26.716670,84.216670
Sutter's Mill,2012-01-01T00:00:00.000,C,,Fell,38.803890,-120.908060
Sylacauga,1954-01-01T00:00:00.000,H4,,Fell,33.188360,-86.294500
Tabor,1753-01-01T00:00:00.000,H5,,Fell,49.400000,14.650000
Tadjera,1867-01-01T00:00:00.000,L5,,Fell,36.183330,5.416670
Tagish Lake,2000-01-01T00:00:00.000,C2-ung,,Fell,59.704440,-134.201390
Tahara,1991-01-01T00:00:00.000,H4/5,,Fell,34.720000,137.305000
Takenouchi,1880-01-01T00:00:00.000,H5,,Fell,35.383330,134.900000
Talampaya,1995-01-01T00:00:00.000,Eucrite-cm,,Fell,,
Tambakwatu,1975-01-01T00:00:00.000,L6,,Fell,-7.750000,112.766670
Tamdakht,2008-01-01T00:00:00.000,H5,,Fell,31.163330,-7.015000
Tané,1918-01-01T00:00:00.000,L5,,Fell,35.433330,136.233330
Taonan,1965-01-01T00:00:00.000,L5,,Fell,45.400000,122.900000
Tatahouine,1931-01-01T00:00:00.000,Diogenite,,Fell,32.950000,10.416670
Tathlith,1967-01-01T00:00:00.000,L6,,Fell,19.383330,43.733330
Tauk,1929-01-01T00:00:00.000,L6,,Fell,35.133330,44.450000
Tauti,1937-01-01T00:00:00.000,L6,,Fell,46.716670,23.500000
Tenham,1879-01-01T00:00:00.000,L6,,Fell,-25.733330,142.950000
Tennasilm,1872-01-01T00:00:00.000,L4,,Fell,58.033330,26.950000
Thal,1950-01-01T00:00:00.000,H6,,Fell,33.400000,70.600000
Thika,2011-01-01T00:00:00.000,L6,,Fell,-1.002780,37.150280
Thuathe,2002-01-01T00:00:00.000,H4/5,,Fell,-29.333330,27.583330
Tianzhang,1986-01-01T00:00:00.000,H5,,Fell,32.946670,118.990000
Tieschitz,1878-01-01T00:00:00.000,H/L3.6,,Fell,49.600000,17.116670
Tilden,1927-01-01T00:00:00.000,L6,,Fell,38.200000,-89.683330
Tillaberi,1970-01-01T00:00:00.000,L6,,Fell,14.250000,1.533330
Timochin,1807-01-01T00:00:00.000,H5,,Fell,54.500000,35.200000
Tirupati,1934-01-01T00:00:00.000,H6,,Fell,13.633330,79.416670
Tissint,2011-01-01T00:00:00.000,Martian (shergottite),,Fell,29.481950,-7.611230
Tjabe,1869-01-01T00:00:00.000,H6,,Fell,-7.083330,111.533330
Tjerebon,1922-01-01T00:00:00.000,L5,,Fell,-6.666670,106.583330
Tomakovka,1905-01-01T00:00:00.000,LL6,,Fell,47.850000,34.766670
